Distance_mm;Amplitude
-226.73;-0.000241
-222.94;-0.000242
-219.15;-0.000244
-215.36;-0.000245
-211.57;-0.000242
-207.79;-0.000237
-204.00;-0.000227
-200.21;-0.000215
-196.42;-0.000200
-192.63;-0.000184
-188.84;-0.000168
-185.05;-0.000153
-181.26;-0.000140
-177.48;-0.000129
-173.69;-0.000122
-169.90;-0.000118
-166.11;-0.000118
-162.32;-0.000120
-158.53;-0.000123
-154.74;-0.000128
-150.96;-0.000133
-147.17;-0.000139
-143.38;-0.000144
-139.59;-0.000148
-135.80;-0.000151
-132.01;-0.000151
-128.22;-0.000149
-124.44;-0.000144
-120.65;-0.000136
-116.86;-0.000126
-113.07;-0.000113
-109.28;-0.000098
-105.49;-0.000082
-101.70;-0.000066
-97.91;-0.000051
-94.13;-0.000037
-90.34;-0.000025
-86.55;-0.000016
-82.76;-0.000009
-78.97;-0.000004
-75.18;-0.000002
-71.39;-0.000001
-67.61;-0.000000
-63.82;0.000001
-60.03;0.000003
-56.24;0.000006
-52.45;0.000009
-48.66;0.000012
-44.87;0.000017
-41.09;0.000022
-37.30;0.000029
-33.51;0.000038
-29.72;0.000050
-25.93;0.000064
-22.14;0.000081
-18.35;0.000098
-14.56;0.000116
-10.78;0.000131
-6.99;0.000143
-3.20;0.000150
0.59;0.000149
4.38;0.000140
8.17;0.000123
11.96;0.000097
15.74;0.000064
19.53;0.000031
23.32;0.000038
27.11;0.000079
30.90;0.000124
34.69;0.000166
38.48;0.000202
42.27;0.000231
46.05;0.000251
49.84;0.000261
53.63;0.000265
57.42;0.000267
61.21;0.000283
65.00;0.000329
68.79;0.000422
72.57;0.000562
76.36;0.000747
80.15;0.000971
83.94;0.001227
87.73;0.001505
91.52;0.001795
95.31;0.002082
99.09;0.002350
102.88;0.002580
106.67;0.002752
110.46;0.002848
114.25;0.002851
118.04;0.002748
121.83;0.002535
125.62;0.002226
129.40;0.001875
133.19;0.001626
136.98;0.001733
140.77;0.002299
144.56;0.003183
148.35;0.004240
152.14;0.005382
155.92;0.006547
159.71;0.007681
163.50;0.008737
167.29;0.009671
171.08;0.010446
174.87;0.011033
178.66;0.011408
182.44;0.011558
186.23;0.011481
190.02;0.011182
193.81;0.010673
197.60;0.009977
201.39;0.009119
205.18;0.008131
208.97;0.007047
212.75;0.005911
216.54;0.004782
220.33;0.003758
224.12;0.003025
227.91;0.002854
231.70;0.003324
235.49;0.004188
239.27;0.005199
243.06;0.006218
246.85;0.007170
250.64;0.008006
254.43;0.008693
258.22;0.009208
262.01;0.009538
265.80;0.009680
269.58;0.009639
273.37;0.009430
277.16;0.009075
280.95;0.008602
284.74;0.008044
288.53;0.007434
292.32;0.006808
296.10;0.006197
299.89;0.005629
303.68;0.005128
307.47;0.004707
311.26;0.004377
315.05;0.004138
318.84;0.003984
322.62;0.003907
326.41;0.003894
330.20;0.003934
333.99;0.004015
337.78;0.004124
341.57;0.004248
345.36;0.004377
349.15;0.004495
352.93;0.004589
356.72;0.004646
360.51;0.004651
364.30;0.004593
368.09;0.004463
371.88;0.004255
375.67;0.003967
379.45;0.003602
383.24;0.003166
387.03;0.002673
390.82;0.002139
394.61;0.001590
398.40;0.001074
402.19;0.000718
405.97;0.000771
409.76;0.001140
413.55;0.001580
417.34;0.002004
421.13;0.002390
424.92;0.002728
428.71;0.003019
432.50;0.003264
436.28;0.003468
440.07;0.003631
443.86;0.003755
447.65;0.003837
451.44;0.003873
455.23;0.003859
459.02;0.003792
462.80;0.003671
466.59;0.003499
470.38;0.003286
474.17;0.003048
477.96;0.002808
481.75;0.002598
485.54;0.002449
489.33;0.002387
493.11;0.002419
496.90;0.002528
500.69;0.002682
504.48;0.002849
508.27;0.003001
512.06;0.003119
515.85;0.003192
519.63;0.003214
523.42;0.003187
527.21;0.003114
531.00;0.003002
534.79;0.002862
538.58;0.002703
542.37;0.002538
546.15;0.002378
549.94;0.002232
553.73;0.002108
557.52;0.002008
561.31;0.001931
565.10;0.001872
568.89;0.001823
572.68;0.001776
576.46;0.001726
580.25;0.001670
584.04;0.001610
587.83;0.001547
591.62;0.001487
595.41;0.001435
599.20;0.001394
602.98;0.001366
606.77;0.001347
610.56;0.001335
614.35;0.001327
618.14;0.001321
621.93;0.001317
625.72;0.001316
629.50;0.001323
633.29;0.001338
637.08;0.001363
640.87;0.001397
644.66;0.001440
648.45;0.001488
652.24;0.001543
656.03;0.001603
659.81;0.001670
663.60;0.001745
667.39;0.001823
671.18;0.001901
674.97;0.001969
678.76;0.002019
682.55;0.002039
686.33;0.002020
690.12;0.001960
693.91;0.001860
697.70;0.001734
701.49;0.001611
705.28;0.001540
709.07;0.001577
712.86;0.001754
716.64;0.002054
720.43;0.002435
724.22;0.002852
728.01;0.003268
731.80;0.003652
735.59;0.003981
739.38;0.004239
743.16;0.004414
746.95;0.004499
750.74;0.004494
754.53;0.004402
758.32;0.004234
762.11;0.004003
765.90;0.003728
769.68;0.003429
773.47;0.003135
777.26;0.002875
781.05;0.002680
784.84;0.002579
788.63;0.002584
792.42;0.002689
796.21;0.002869
799.99;0.003092
803.78;0.003327
807.57;0.003547
811.36;0.003730
815.15;0.003857
818.94;0.003914
822.73;0.003890
826.51;0.003780
830.30;0.003582
834.09;0.003300
837.88;0.002944
841.67;0.002538
845.46;0.002119
849.25;0.001761
853.03;0.001580
856.82;0.001681
860.61;0.002029
864.40;0.002504
868.19;0.003011
871.98;0.003490
875.77;0.003903
879.56;0.004221
883.34;0.004425
887.13;0.004503
890.92;0.004448
894.71;0.004263
898.50;0.003954
902.29;0.003535
906.08;0.003024
909.86;0.002444
913.65;0.001821
917.44;0.001184
921.23;0.000574
925.02;0.000266
928.81;0.000703
932.60;0.001184
936.39;0.001606
940.17;0.001956
943.96;0.002233
947.75;0.002442
951.54;0.002588
955.33;0.002679
959.12;0.002722
962.91;0.002721
966.69;0.002678
970.48;0.002596
974.27;0.002473
978.06;0.002310
981.85;0.002108
985.64;0.001873
989.43;0.001611
993.21;0.001333
997.00;0.001055
1000.79;0.000803
1004.58;0.000630
1008.37;0.000606
1012.16;0.000734
1015.95;0.000939
1019.74;0.001164
1023.52;0.001386
1027.31;0.001593
1031.10;0.001781
1034.89;0.001944
1038.68;0.002081
1042.47;0.002188
1046.26;0.002265
1050.04;0.002309
1053.83;0.002319
1057.62;0.002295
1061.41;0.002236
1065.20;0.002143
1068.99;0.002020
1072.78;0.001871
1076.56;0.001702
1080.35;0.001520
1084.14;0.001336
1087.93;0.001163
1091.72;0.001015
1095.51;0.000905
1099.30;0.000840
1103.09;0.000813
1106.87;0.000809
1110.66;0.000810
1114.45;0.000804
1118.24;0.000788
1122.03;0.000772
1125.82;0.000776
1129.61;0.000827
1133.39;0.000946
1137.18;0.001135
1140.97;0.001382
1144.76;0.001674
1148.55;0.001999
1152.34;0.002346
1156.13;0.002707
1159.92;0.003072
1163.70;0.003434
1167.49;0.003781
1171.28;0.004104
1175.07;0.004393
1178.86;0.004636
1182.65;0.004822
1186.44;0.004941
1190.22;0.004984
1194.01;0.004944
1197.80;0.004812
1201.59;0.004585
1205.38;0.004260
1209.17;0.003837
1212.96;0.003321
1216.74;0.002724
1220.53;0.002069
1224.32;0.001412
1228.11;0.000935
1231.90;0.001053
1235.69;0.001648
1239.48;0.002351
1243.27;0.003032
1247.05;0.003640
1250.84;0.004146
1254.63;0.004534
1258.42;0.004801
1262.21;0.004955
1266.00;0.005014
1269.79;0.005001
1273.57;0.004945
1277.36;0.004868
1281.15;0.004779
1284.94;0.004675
1288.73;0.004534
1292.52;0.004330
1296.31;0.004031
1300.09;0.003615
1303.88;0.003070
1307.67;0.002396
1311.46;0.001609
1315.25;0.000738
1319.04;0.000202
1322.83;0.001113
1326.62;0.001990
1330.40;0.002775
1334.19;0.003426
1337.98;0.003906
1341.77;0.004191
1345.56;0.004269
1349.35;0.004142
1353.14;0.003828
1356.92;0.003361
1360.71;0.002801
1364.50;0.002256
1368.29;0.001918
1372.08;0.002006
1375.87;0.002500
1379.66;0.003191
1383.45;0.003924
1387.23;0.004618
1391.02;0.005226
1394.81;0.005720
1398.60;0.006080
1402.39;0.006297
1406.18;0.006364
1409.97;0.006281
1413.75;0.006050
1417.54;0.005678
1421.33;0.005176
1425.12;0.004558
1428.91;0.003842
1432.70;0.003049
1436.49;0.002204
1440.27;0.001331
1444.06;0.000466
1447.85;0.000419
1451.64;0.001206
1455.43;0.001928
1459.22;0.002555
1463.01;0.003070
1466.80;0.003457
1470.58;0.003710
1474.37;0.003823
1478.16;0.003799
1481.95;0.003641
1485.74;0.003361
1489.53;0.002971
1493.32;0.002487
1497.10;0.001924
1500.89;0.001301
1504.68;0.000640
1508.47;0.000198
1512.26;0.000840
1516.05;0.001575
1519.84;0.002323
1523.62;0.003074
1527.41;0.003820
1531.20;0.004551
1534.99;0.005255
1538.78;0.005919
1542.57;0.006523
1546.36;0.007049
1550.15;0.007476
1553.93;0.007787
1557.72;0.007964
1561.51;0.007998
1565.30;0.007884
1569.09;0.007622
1572.88;0.007223
1576.67;0.006703
1580.45;0.006085
1584.24;0.005399
1588.03;0.004680
1591.82;0.003966
1595.61;0.003298
1599.40;0.002723
1603.19;0.002283
1606.98;0.002013
1610.76;0.001914
1614.55;0.001950
1618.34;0.002067
1622.13;0.002229
1625.92;0.002414
1629.71;0.002613
1633.50;0.002817
1637.28;0.003015
1641.07;0.003191
1644.86;0.003331
1648.65;0.003421
1652.44;0.003456
1656.23;0.003440
1660.02;0.003389
1663.80;0.003334
1667.59;0.003318
1671.38;0.003388
1675.17;0.003574
1678.96;0.003881
1682.75;0.004286
1686.54;0.004748
1690.33;0.005222
1694.11;0.005668
1697.90;0.006049
1701.69;0.006338
1705.48;0.006513
1709.27;0.006563
1713.06;0.006485
1716.85;0.006289
1720.63;0.005991
1724.42;0.005621
1728.21;0.005216
1732.00;0.004820
1735.79;0.004473
1739.58;0.004202
1743.37;0.004009
1747.15;0.003867
1750.94;0.003729
1754.73;0.003545
1758.52;0.003270
1762.31;0.002878
1766.10;0.002362
1769.89;0.001731
1773.68;0.001024
1777.46;0.000435
1781.25;0.000828
1785.04;0.001592
1788.83;0.002334
1792.62;0.002985
1796.41;0.003507
1800.20;0.003880
1803.98;0.004096
1807.77;0.004164
1811.56;0.004111
1815.35;0.003975
1819.14;0.003808
1822.93;0.003661
1826.72;0.003570
1830.51;0.003546
1834.29;0.003564
1838.08;0.003582
1841.87;0.003554
1845.66;0.003445
1849.45;0.003239
1853.24;0.002943
1857.03;0.002594
1860.81;0.002263
1864.60;0.002064
1868.39;0.002106
1872.18;0.002397
1875.97;0.002836
1879.76;0.003318
1883.55;0.003767
1887.33;0.004137
1891.12;0.004402
1894.91;0.004552
1898.70;0.004588
1902.49;0.004520
1906.28;0.004367
1910.07;0.004148
1913.86;0.003888
1917.64;0.003608
1921.43;0.003327
1925.22;0.003059
1929.01;0.002814
1932.80;0.002600
1936.59;0.002419
1940.38;0.002275
1944.16;0.002171
1947.95;0.002110
1951.74;0.002091
1955.53;0.002110
1959.32;0.002157
1963.11;0.002218
1966.90;0.002282
1970.68;0.002335
1974.47;0.002370
1978.26;0.002382
1982.05;0.002368
1985.84;0.002329
1989.63;0.002270
1993.42;0.002196
1997.21;0.002114
2000.99;0.002031
2004.78;0.001955
2008.57;0.001894
2012.36;0.001852
2016.15;0.001834
2019.94;0.001841
2023.73;0.001872
2027.51;0.001924
2031.30;0.001995
2035.09;0.002081
2038.88;0.002178
2042.67;0.002285
2046.46;0.002398
2050.25;0.002515
2054.04;0.002633
2057.82;0.002749
2061.61;0.002858
2065.40;0.002956
2069.19;0.003037
2072.98;0.003094
2076.77;0.003121
2080.56;0.003110
2084.34;0.003054
2088.13;0.002947
2091.92;0.002784
2095.71;0.002562
2099.50;0.002279
2103.29;0.001940
2107.08;0.001554
2110.86;0.001154
2114.65;0.000831
2118.44;0.000816
2122.23;0.001179
2126.02;0.001712
2129.81;0.002296
2133.60;0.002881
2137.39;0.003432
2141.17;0.003925
2144.96;0.004335
2148.75;0.004641
2152.54;0.004824
2156.33;0.004872
2160.12;0.004775
2163.91;0.004531
2167.69;0.004144
2171.48;0.003624
2175.27;0.002990
2179.06;0.002265
2182.85;0.001478
2186.64;0.000665
2190.43;0.000165
2194.21;0.000920
2198.00;0.001614
2201.79;0.002206
2205.58;0.002673
2209.37;0.002999
2213.16;0.003176
2216.95;0.003206
2220.74;0.003097
2224.52;0.002867
2228.31;0.002537
2232.10;0.002134
2235.89;0.001685
2239.68;0.001215
2243.47;0.000747
2247.26;0.000301
2251.04;0.000177
2254.83;0.000572
2258.62;0.000976
2262.41;0.001387
2266.20;0.001816
2269.99;0.002269
2273.78;0.002746
2277.57;0.003239
2281.35;0.003733
2285.14;0.004209
2288.93;0.004647
2292.72;0.005027
2296.51;0.005329
2300.30;0.005533
2304.09;0.005625
2307.87;0.005591
2311.66;0.005422
2315.45;0.005113
2319.24;0.004664
2323.03;0.004080
2326.82;0.003375
2330.61;0.002575
2334.39;0.001735
2338.18;0.001048
2341.97;0.001133
2345.76;0.001931
2349.55;0.002886
2353.34;0.003835
2357.13;0.004720
2360.92;0.005506
2364.70;0.006169
2368.49;0.006692
2372.28;0.007065
2376.07;0.007287
2379.86;0.007362
2383.65;0.007299
2387.44;0.007115
