Distance_mm;Amplitude
515.85;0.000432
519.63;0.000457
523.42;0.000512
527.21;0.000588
531.00;0.000679
534.79;0.000781
538.58;0.000891
542.37;0.001010
546.15;0.001140
549.94;0.001281
553.73;0.001433
557.52;0.001595
561.31;0.001762
565.10;0.001927
568.89;0.002083
572.68;0.002220
576.46;0.002327
580.25;0.002394
584.04;0.002414
587.83;0.002380
591.62;0.002289
595.41;0.002142
599.20;0.001941
602.98;0.001695
606.77;0.001414
610.56;0.001113
614.35;0.000808
618.14;0.000521
621.93;0.000284
625.72;0.000194
629.50;0.000283
633.29;0.000383
637.08;0.000442
640.87;0.000470
644.66;0.000501
648.45;0.000589
652.24;0.000766
656.03;0.001020
659.81;0.001323
663.60;0.001647
667.39;0.001967
671.18;0.002263
674.97;0.002515
678.76;0.002709
682.55;0.002835
686.33;0.002885
690.12;0.002857
693.91;0.002755
697.70;0.002582
701.49;0.002348
705.28;0.002062
709.07;0.001736
712.86;0.001380
716.64;0.001007
720.43;0.000640
724.22;0.000375
728.01;0.000494
731.80;0.000865
735.59;0.001291
739.38;0.001731
743.16;0.002168
746.95;0.002588
750.74;0.002978
754.53;0.003323
758.32;0.003608
762.11;0.003822
765.90;0.003952
769.68;0.003992
773.47;0.003939
777.26;0.003793
781.05;0.003560
784.84;0.003250
788.63;0.002876
792.42;0.002454
796.21;0.002005
799.99;0.001550
803.78;0.001120
807.57;0.000765
811.36;0.000588
815.15;0.000668
818.94;0.000882
822.73;0.001106
826.51;0.001300
830.30;0.001450
834.09;0.001556
837.88;0.001625
841.67;0.001666
845.46;0.001692
849.25;0.001720
853.03;0.001766
856.82;0.001843
860.61;0.001961
864.40;0.002120
868.19;0.002317
871.98;0.002541
875.77;0.002780
879.56;0.003022
883.34;0.003252
887.13;0.003457
890.92;0.003625
894.71;0.003746
898.50;0.003810
902.29;0.003810
906.08;0.003743
909.86;0.003608
913.65;0.003410
917.44;0.003155
921.23;0.002859
925.02;0.002540
928.81;0.002228
932.60;0.001958
936.39;0.001772
940.17;0.001702
943.96;0.001750
947.75;0.001881
951.54;0.002048
955.33;0.002213
959.12;0.002348
962.91;0.002439
966.69;0.002479
970.48;0.002468
974.27;0.002411
978.06;0.002317
981.85;0.002195
985.64;0.002055
989.43;0.001910
993.21;0.001766
997.00;0.001630
1000.79;0.001503
1004.58;0.001388
1008.37;0.001280
1012.16;0.001176
1015.95;0.001073
1019.74;0.000966
1023.52;0.000852
1027.31;0.000725
1031.10;0.000585
1034.89;0.000435
1038.68;0.000305
1042.47;0.000307
1046.26;0.000495
1050.04;0.000777
1053.83;0.001108
1057.62;0.001468
1061.41;0.001844
1065.20;0.002225
1068.99;0.002598
1072.78;0.002949
1076.56;0.003269
1080.35;0.003548
1084.14;0.003781
1087.93;0.003963
1091.72;0.004096
1095.51;0.004185
1099.30;0.004237
1103.09;0.004263
1106.87;0.004276
1110.66;0.004285
1114.45;0.004299
1118.24;0.004322
1122.03;0.004350
1125.82;0.004377
1129.61;0.004389
1133.39;0.004373
1137.18;0.004313
1140.97;0.004198
1144.76;0.004016
1148.55;0.003760
1152.34;0.003428
1156.13;0.003021
1159.92;0.002544
1163.70;0.002012
1167.49;0.001450
1171.28;0.000937
1175.07;0.000754
1178.86;0.001143
1182.65;0.001769
1186.44;0.002446
1190.22;0.003113
1194.01;0.003740
1197.80;0.004303
1201.59;0.004781
1205.38;0.005156
1209.17;0.005413
1212.96;0.005544
1216.74;0.005544
1220.53;0.005420
1224.32;0.005183
1228.11;0.004862
1231.90;0.004492
1235.69;0.004128
1239.48;0.003831
1243.27;0.003662
1247.05;0.003655
1250.84;0.003797
1254.63;0.004038
1258.42;0.004314
1262.21;0.004570
1266.00;0.004770
1269.79;0.004895
1273.57;0.004944
1277.36;0.004930
1281.15;0.004880
1284.94;0.004830
1288.73;0.004817
1292.52;0.004873
1296.31;0.005017
1300.09;0.005247
1303.88;0.005544
1307.67;0.005879
1311.46;0.006216
1315.25;0.006522
1319.04;0.006766
1322.83;0.006921
1326.62;0.006962
1330.40;0.006872
1334.19;0.006636
1337.98;0.006247
1341.77;0.005706
1345.56;0.005020
1349.35;0.004207
1353.14;0.003298
1356.92;0.002341
1360.71;0.001445
1364.50;0.001001
1368.29;0.001484
1372.08;0.002311
1375.87;0.003133
1379.66;0.003857
1383.45;0.004443
1387.23;0.004871
1391.02;0.005133
1394.81;0.005231
1398.60;0.005173
1402.39;0.004973
1406.18;0.004649
1409.97;0.004218
1413.75;0.003697
1417.54;0.003105
1421.33;0.002458
1425.12;0.001780
1428.91;0.001125
1432.70;0.000732
1436.49;0.001047
1440.27;0.001725
1444.06;0.002465
1447.85;0.003186
1451.64;0.003850
1455.43;0.004430
1459.22;0.004901
1463.01;0.005247
1466.80;0.005457
1470.58;0.005529
1474.37;0.005471
1478.16;0.005300
1481.95;0.005045
1485.74;0.004744
1489.53;0.004445
1493.32;0.004196
1497.10;0.004036
1500.89;0.003984
1504.68;0.004027
1508.47;0.004126
1512.26;0.004238
1516.05;0.004319
1519.84;0.004343
1523.62;0.004296
1527.41;0.004178
1531.20;0.004004
1534.99;0.003800
1538.78;0.003601
1542.57;0.003444
1546.36;0.003354
1550.15;0.003342
1553.93;0.003394
1557.72;0.003480
1561.51;0.003566
1565.30;0.003621
1569.09;0.003626
1572.88;0.003569
1576.67;0.003452
1580.45;0.003283
1584.24;0.003076
1588.03;0.002853
1591.82;0.002636
1595.61;0.002452
1599.40;0.002327
1603.19;0.002283
1606.98;0.002336
1610.76;0.002486
1614.55;0.002722
1618.34;0.003022
1622.13;0.003359
1625.92;0.003703
1629.71;0.004023
1633.50;0.004288
1637.28;0.004470
1641.07;0.004546
1644.86;0.004497
1648.65;0.004313
1652.44;0.003995
1656.23;0.003552
1660.02;0.003002
1663.80;0.002379
1667.59;0.001729
1671.38;0.001145
1675.17;0.000853
1678.96;0.001074
1682.75;0.001525
1686.54;0.001973
1690.33;0.002343
1694.11;0.002612
1697.90;0.002775
1701.69;0.002842
1705.48;0.002831
1709.27;0.002764
1713.06;0.002667
1716.85;0.002565
1720.63;0.002479
1724.42;0.002424
1728.21;0.002410
1732.00;0.002441
1735.79;0.002512
1739.58;0.002618
1743.37;0.002744
1747.15;0.002873
1750.94;0.002988
1754.73;0.003068
1758.52;0.003099
1762.31;0.003067
1766.10;0.002967
1769.89;0.002801
1773.68;0.002577
1777.46;0.002307
1781.25;0.002012
1785.04;0.001719
1788.83;0.001472
1792.62;0.001340
1796.41;0.001405
1800.20;0.001692
1803.98;0.002161
1807.77;0.002760
1811.56;0.003451
1815.35;0.004203
1819.14;0.004984
1822.93;0.005762
1826.72;0.006505
1830.51;0.007181
1834.29;0.007763
1838.08;0.008229
1841.87;0.008564
1845.66;0.008761
1849.45;0.008823
1853.24;0.008758
1857.03;0.008579
1860.81;0.008305
1864.60;0.007955
1868.39;0.007547
1872.18;0.007099
1875.97;0.006623
1879.76;0.006130
1883.55;0.005628
1887.33;0.005123
1891.12;0.004618
1894.91;0.004117
1898.70;0.003626
1902.49;0.003153
1906.28;0.002716
1910.07;0.002351
1913.86;0.002119
1917.64;0.002093
1921.43;0.002302
1925.22;0.002707
1929.01;0.003232
1932.80;0.003812
1936.59;0.004395
1940.38;0.004942
1944.16;0.005417
1947.95;0.005793
1951.74;0.006048
1955.53;0.006169
1959.32;0.006149
1963.11;0.005993
1966.90;0.005715
1970.68;0.005341
1974.47;0.004913
1978.26;0.004488
1982.05;0.004137
1985.84;0.003938
1989.63;0.003946
1993.42;0.004162
1997.21;0.004534
2000.99;0.004989
2004.78;0.005459
2008.57;0.005894
2012.36;0.006256
2016.15;0.006522
2019.94;0.006681
2023.73;0.006727
2027.51;0.006664
2031.30;0.006503
2035.09;0.006259
2038.88;0.005953
2042.67;0.005610
2046.46;0.005258
2050.25;0.004924
2054.04;0.004632
2057.82;0.004400
2061.61;0.004233
2065.40;0.004125
2069.19;0.004062
2072.98;0.004021
2076.77;0.003985
2080.56;0.003938
2084.34;0.003870
2088.13;0.003779
2091.92;0.003669
2095.71;0.003546
2099.50;0.003422
2103.29;0.003308
2107.08;0.003215
2110.86;0.003154
2114.65;0.003132
2118.44;0.003154
2122.23;0.003220
2126.02;0.003326
2129.81;0.003461
2133.60;0.003616
2137.39;0.003774
2141.17;0.003921
2144.96;0.004041
2148.75;0.004120
2152.54;0.004145
2156.33;0.004107
2160.12;0.004001
2163.91;0.003823
2167.69;0.003576
2171.48;0.003265
2175.27;0.002899
2179.06;0.002489
2182.85;0.002050
2186.64;0.001600
2190.43;0.001157
2194.21;0.000752
2198.00;0.000449
2201.79;0.000408
2205.58;0.000590
2209.37;0.000794
2213.16;0.000955
2216.95;0.001058
2220.74;0.001108
2224.52;0.001120
2228.31;0.001124
2232.10;0.001158
2235.89;0.001255
2239.68;0.001433
2243.47;0.001682
2247.26;0.001979
2251.04;0.002302
2254.83;0.002630
2258.62;0.002947
2262.41;0.003242
2266.20;0.003505
2269.99;0.003730
2273.78;0.003909
2277.57;0.004037
2281.35;0.004105
2285.14;0.004105
2288.93;0.004027
2292.72;0.003860
2296.51;0.003591
2300.30;0.003212
2304.09;0.002717
2307.87;0.002115
2311.66;0.001458
2315.45;0.001016
2319.24;0.001404
2323.03;0.002396
2326.82;0.003613
2330.61;0.004941
2334.39;0.006325
2338.18;0.007719
2341.97;0.009083
2345.76;0.010377
2349.55;0.011563
2353.34;0.012611
2357.13;0.013494
2360.92;0.014194
2364.70;0.014702
2368.49;0.015018
2372.28;0.015149
2376.07;0.015113
2379.86;0.014934
2383.65;0.014641
2387.44;0.014272
