Distance_mm;Amplitude
1989.63;0.002053
1993.42;0.001773
1997.21;0.001458
2000.99;0.001120
2004.78;0.000774
2008.57;0.000438
2012.36;0.000199
2016.15;0.000378
2019.94;0.000730
2023.73;0.001139
2027.51;0.001608
2031.30;0.002132
2035.09;0.002698
2038.88;0.003274
2042.67;0.003822
2046.46;0.004298
2050.25;0.004659
2054.04;0.004871
2057.82;0.004910
2061.61;0.004766
2065.40;0.004444
2069.19;0.003961
2072.98;0.003349
2076.77;0.002643
2080.56;0.001888
2084.34;0.001146
2088.13;0.000628
2091.92;0.000893
2095.71;0.001559
2099.50;0.002276
2103.29;0.002992
2107.08;0.003706
2110.86;0.004429
2114.65;0.005173
2118.44;0.005952
2122.23;0.006770
2126.02;0.007618
2129.81;0.008471
2133.60;0.009289
2137.39;0.010025
2141.17;0.010628
2144.96;0.011056
2148.75;0.011283
2152.54;0.011301
2156.33;0.011119
2160.12;0.010760
2163.91;0.010254
2167.69;0.009637
2171.48;0.008961
2175.27;0.008310
2179.06;0.007830
2182.85;0.007709
2186.64;0.008077
2190.43;0.008882
2194.21;0.009882
2198.00;0.010757
2201.79;0.011186
2205.58;0.010903
2209.37;0.009723
2213.16;0.007583
2216.95;0.004680
2220.74;0.002707
2224.52;0.005630
2228.31;0.010095
2232.10;0.014357
2235.89;0.017666
2239.68;0.019379
2243.47;0.018961
2247.26;0.016183
2251.04;0.011992
2254.83;0.012180
2258.62;0.022317
2262.41;0.038225
2266.20;0.057292
2269.99;0.077985
2273.78;0.098685
2277.57;0.117448
2281.35;0.131977
2285.14;0.139683
2288.93;0.137910
2292.72;0.124581
2296.51;0.100683
2300.30;0.082078
2304.09;0.115335
2307.87;0.207927
2311.66;0.340925
2315.45;0.508258
2319.24;0.707590
2323.03;0.936397
2326.82;1.190965
2330.61;1.466105
2334.39;1.755141
2338.18;2.050074
2341.97;2.341868
2345.76;2.620849
2349.55;2.877190
2353.34;3.101446
2357.13;3.285109
2360.92;3.421134
2364.70;3.504421
2368.49;3.532184
2372.28;3.504214
2376.07;3.422982
2379.86;3.293594
2383.65;3.123574
2387.44;2.922491
